"mở miệng","𨷑𠰘","to speak out, to pipe up",0,,
"mở mặt","𨷑𩈘","to be better off",0,,
"mở đường","𨷑塘","to pave the way for, to initiate",0,,
"mở đầu","𨷑頭","to initiate, to begin, to start",4,,2547
"mục","目","section, topic; program item; [eye]",4,5,1255,"76EE","standard"
"mừng","𢜠","happy, glad",3,12,888,"22720","standard"
"mừng tuổi","𢜠歲","to express new year's day wishes (for being one year older)",0,,
"mỹ","美","beautiful; America; american",0,9,,"7F8E","standard"
"mỹ thuật","美朮","fine arts",0,,
"nam","南","south; southern",2,9,138,"5357","standard"
"nam dương","南洋","Indonesia",0,,
"nam kỳ","南圻","Cochinchina",0,,
"nay","𫢩","this (year or day); now; today",2,9,132,"2B8A9","standard"
"ngay","𣦍","straight, direct",2,13,231,"2398D","standard"
"ngay khi","𣦍欺","instantly",0,,3347
"ngay ngắn","𣦍𥐉","neat, tidy",0,,
"ngay thật","𣦍實","sincere; honest",0,,
"nghe","𦖑","to hear",2,14,187,"26591","standard"
"nghe hơi","𦖑唏","to know from hearsay",0,,
"nghe lời","𦖑𠳒","to take someone's advice, to listen to someone",0,,3999
"nghiên","研","[study, research]",0,9,,"7814","standard"
"nghiên cứu","研究","to study; to examine",2,,344
"nghiên cứu sinh","研究生","post-graduate",0,,
"nghiệp","業","profession; trade",3,13,750,"696D","standard"
"nghìn","𠦳","thousand",3,12,1249,"209B3","standard"
"nghĩ","𢪀","to think",2,17,249,"228C2","standard"
"nghĩ bụng","𢪀䏾","to think to oneself",0,,
"nghĩ lại","𢪀吏","to reconsider, to change one's mind, to have second thoughts",0,,4421
"nghĩ ra","𢪀𫥨","to recall; to think sth. out",0,,3918
"nghĩa","義","meaning",2,13,353,"7FA9","standard"
"nghĩa vụ","義務","duty, obligation",0,,4605
"nghề","芸","work, craft; occupation, profession",3,19,475,"85DD","standard"
"nghề nghiệp","芸業","occupation, profession, career",4,,1934
"nghề phụ","芸輔","side-job, sideline",0,,
"nghệ sĩ","芸士","artist",2,,375
"nghệ thuật","芸朮","art",2,,195
"ngon","𤯆","tasty, delicious; well, easy",4,12,1261,"24BC6","standard"
"ngon miệng","𤯆𠰘","tasty; with good appetite",0,,
"ngon mắt","𤯆眜","pleasant to the eye, appealing",0,,
"ngoài","外","out; outside; external",2,5,212,"5916","standard"
"ngoài giao","外交","diplomacy",0,,
"ngoài miệng","外𠰘","lip service",0,,
"ngoại","外","maternal grandmother; [outside, external]",2,5,539,"5916","standard"
"ngoại quốc","外國","alien, foreign country",4,,2469
"nguy","危","[dangerous]",4,6,1348,"5371","standard"
"nguy hiểm","危險","dangerous, risky, perilous",4,,1516
"nguyên","元","whole, entire; [original, initial, source, root]",2,4,269,"5143","standard"
"nguyên","原","[source, origin, root]",2,10,269,"539F","standard"
"nguyên niên","元年","first year of rule's reign",0,,
"nguyên âm","元音","vowel",0,,
"nguyễn","阮","(surname Nguyen)",2,7,101,"962E","standard"
"nguồn","源","source, origin; spring",2,13,540,"6E90","standard"
"nguồn sáng","源𤎜","light source",0,,
"ngài","𠊚","gentleman; Mr.",1,10,1238,"2029A","standard"
"ngàn","𠦳","thousand",3,12,468,"209B3","standard"
"ngày","𣈜","day",1,12,57,"2321C","standard"
"ngày kia","𣈜箕","the day after tomorrow",0,,
"ngày lễ","𣈜礼","holiday; feast-day",4,,2297
"ngày mùa","𣈜务","harvest time",0,,
"ngày nay","𣈜𫢩","today",3,,955
"ngày sau","𣈜𡢐","in a distant future",4,,2111
"ngày tháng","𣈜𣎃","date, date specification",3,,561
"ngày thường","𣈜常","weekday",0,,
"ngày xưa","𣈜𠸗","formerly, once, back then, in the past",4,,1362
"ngân","銀","[money, cash]",0,14,3007,"9280","standard"
"ngân hàng","銀行","Bank (financial institution)",4,,1376
"ngân hàng máu","銀行𧖱","blood bank",0,,
"ngói","瓦","tile",0,5,3013,"74E6","standard"
"ngôn","言","[speech; to speak]",4,7,2478,"8A00","standard"
"ngôn ngữ","言語","language",4,,1095
"ngũ","五","[five]",0,4,2840,"4E94","standard"
"ngũ thường","五常","the five constant virtues of Confucianism",0,,
"ngư","魚","[fish]",4,11,2596,"9B5A","standard"
"ngư dân","魚民","fisher",0,,3417
"ngư trường","魚場","fishing grounds",0,,
"ngư ông","魚翁","fisherman",0,,
"người","𠊛","people; person; human",1,10,7,"2029B","standard"
"người ta","𠊛些","people; they",2,,257
"người việt","𠊛越","vietnamese person; vietnamese people",0,,
"người xưa","𠊛𠸗","the ancients, ancient people",0,,3529
"ngắn","𥐉","short; abbreviate",3,18,605,"25409","standard"
"ngọc","玉","gemstone, gem, jewel",2,5,390,"7389","standard"
"ngọc nữ","玉女","beautiful girl; fairy",0,,
"ngồi","𡎥","to sit",2,12,276,"213A5","standard"
"ngồi không","𡎥空","to idle away",0,,
"ngủ","𥄬","to sleep, asleep",3,9,775,"2512C","standard"
"ngủ mê","𥄬迷","to dream, to sleep deeply, to be  dead to the world",0,,
"ngủ ngon","𥄬𤯆","to sleep well",0,,
"ngữ","語","[language]",4,14,1867,"8A9E","standard"
"ngữ hệ","語系","family of languages",0,,
"nhau","憢","one another, each another, together",2,15,113,"61A2","standard"
"nhiên","然","[so, like that]",4,12,2445,"7136","standard"
"nhiêu","饒","how many; (quantity)",0,20,,"9952","standard"
"nhiều","𡗉","many; much; a lot of",1,18,24,"215C9","standard"
"nhiều khi","𡗉欺","sometimes; often times",0,,
"nhiều lời","𡗉𠳒","talkative, garrulous, gossip",0,,
"nho","儒","[Confucian scholar]",0,16,4045,"5112","standard"
"nho gia","儒家","confucianist",0,,
"nho giáo","儒教","Confucianism",0,,
"nho học","儒学","Confucianism",0,,
"nho sinh","儒生","student (antiquated)",0,,
"nho sĩ","儒士","Confucian scholar",0,,
"nhà","茹","house; home; building",1,9,41,"8339","standard"
"nhà bác học","茹博学","scientist",0,,
"nhà chùa","茹廚","buddhist monk, clergy",0,,
"nhà chồng","茹𫯳","the husband's family",0,,
"nhà chồng","茹重","the husband's family",0,,
"nhà cửa","茹𨴦","house, dwelling",4,,1981
"nhà hàng","茹行","restaurant; hotel",4,,1359
"nhà hát","茹欱","theatre",4,,2435
"nhà khách","茹客","guest house",0,,
"nhà nho","茹儒","Confucian scholar",0,,
"nhà nước","茹渃","state, country, nation",3,,904
"nhà trẻ","茹𥘷","day nursery, creche",0,,
"nhà tôi","茹碎","my husband, my wife; my house; my family",4,,1879
"nhà vua","茹𤤰","king",4,,2635
"nhà văn","茹文","knight of the pen, man of letters, author, littérateur",2,,188
"nhà ở","茹於","dwelling, residential building",4,,1886
"nhân","仁","kernel, filling; [humane]",2,4,378,"4EC1","standard"
"nhân","人","[person, people; man, mankind]",2,2,378,"4EBA","standard"
"nhân duyên","人縁","predestined affinity",0,,
"nhân dân","人民","people; country",3,,716
"nhân loại","人類","mankind, humanity, human race",4,,1860
"nhân loại học","人類学","anthropology",0,,
"nhân nghĩa","仁義","benevolence and righteousness",0,,
"nhân tạo","人造","artificial",0,,4414
"nhân viên","人員","employee; staff member; personnel",3,,704
"nhân đức","人德","humane",0,,
"nhì","二","[two]",4,2,1869,"4E8C","standard"
"nhìn","𥆾","to look",2,12,158,"251BE","standard"
"nhìn chung","𥆾終","as a whole, all in all",0,,4533
"nhìn thấy","𥆾𧡊","to see",4,,1013
"nhóm","𡖡","to group, to aggregate, to concentrate",3,11,459,"215A1","standard"
"nhóm trưởng","𡖡長","group leader, team leader",0,,
"như","如","as; like; alike; similar to",1,6,27,"5982","standard"
"như cũ","如𫇰","as before",0,,
"như không","如空","useless",4,,1528
"như là","如𱺵","as if",4,,1427
"như thế","如勢","like this, like that; thus, so",2,,348
"như thế nào","如勢芇","how",0,,
"như vậy","如丕","like that; thus; so",3,,458
"nhưng","仍","but; yet",1,4,29,"4ECD","standard"
"nhưng mà","仍麻","but",0,,3965
"nhạc","樂","music",2,15,334,"6A02","standard"
"nhất","一","first; most (adverb for superlatives)",2,1,93,"4E00","standard"
"nhất là","一𱺵","foremost",3,,476
"nhất định","一定","to decide; determined; inevitable",4,,1829
"nhận","認","to agree, to accept; to recognize",2,14,223,"8A8D","standard"
"nhận biết","認别","to realize, to recognize; to identify",0,,
"nhận lời","認𠳒","to accept, to agree",0,,3778
"nhận mặt","認𩈘","to identify, to reveal",0,,
"nhận ra","認𫥨","to recognize, to realize",4,,1068
"nhập","入","to join, to enter; to import",4,2,1244,"5165","standard"
"nhập cuộc","入局","to be an insider, to take part in",0,,
"nhập cảnh","入景","entry; entrance; to enter a country; to cross a country's border",0,,
"nhập học","入学","beginning of (school) term",0,,
"nhập hội","入会","to be admitted to an association",0,,
"nhập khẩu","入口","to import",0,,
"nhập nội","入内","to introduce; to acclimatize, to naturalize",0,,
"nhật","日","sun; Japan; japanese",2,4,331,"65E5","standard"
"nhật bản","日本","Japan; japanese",0,,
"nhật dụng","日用","for everyday use",0,,
"nhị nguyên","二元","dual, binary",0,,
"nhỏ","𡮈","small",2,11,192,"21B88","standard"
"nhỏ tuổi","𡮈歲","still very young (in age)",0,,4299
"nhỏ yếu","𡮈要","small and weak",0,,
"nhớ","𢖵","to remember; to recall; to call in mind",2,6,310,"225B5","standard"
"nhớ lại","𢖵吏","to reminisce",4,,2243
"nhớ nhà","𢖵茹","homesick; to be sick for home",0,,
"nhớ ra","𢖵𫥨","to recall, to bring (something) to mind",0,,
"nhớ thương","𢖵傷","to grieve for",0,,
"nhớ tiếc","𢖵惜","to think with deep regret of",0,,
"nhớ đời","𢖵𠁀","remember (something) all one's life",0,,
"nhờ","𢘾","to commission, to resort to; thanks to, owing to",3,9,433,"2263E","standard"
"nhờ trời","𢘾𡗶","thank heaven!",0,,
"những","仍","(plural marker); some; as many as",1,4,6,"4ECD","standard"
"niên","年","[year]",1,6,533,"5E74","standard"
"niên thiếu","年少","young, tender",0,,
"non","嫩","young, tender, green; premature; mild",4,14,1932,"5AE9","standard"
"non","𡽫","mountain",4,17,1932,"21F6B","standard"
"non nước","𡽫渃","fatherland",0,,
"non sông","𡽫滝","home country",0,,
"non trẻ","嫩𥘷","young, of tender age",0,,
"nàng","娘","she; her",2,10,340,"5A18","standard"
"nàng tiên","娘仙","fairy",0,,
"nào","芇","which; any",2,6,99,"8287","standard"
"nào đó","芇妬","some, certain",4,,969
"này","尼","this; here",1,8,22,"5462","standard"
"nãy","迺","just (now), only just, a short while ago",0,9,,"8FFA","standard"
"nên","𢧚","to ought to, shall; to become",1,13,71,"229DA","standard"
"nên người","𢧚𠊛","to become a good person",0,,3523
"nó","奴","he, she, it (colloquial)",2,7,81,"4F2E","standard"
"nói","呐","to speak; to say; to talk",1,7,55,"5450","standard"
"nói chung","呐終","generally speaking",4,,1878
"nói chuyện","呐𡀯","to talk",4,,1082
"nói chơi","呐𨔈","to joke, to be kidding",0,,
"nói là","呐𱺵","reportedly, supposedly",4,,1508
"nôm","喃","nôm",0,12,3290,"5583","standard"
"núi","𡶀","mountain; hill",3,7,675,"21D80","standard"
"núi lửa","𡶀焒","volcano",0,,
"núi non","𡶀𡽫","mountains",0,,
"núi sông","𡶀滝","country, land",0,,
"năm","𠄼","five",1,13,39,"2013C","standard"
"năm","𢆥","year",1,15,39,"221A5","standard"
"năm kia","𢆥箕","the year before last year",0,,
"năm xưa","𢆥𠸗","long ago",0,,3657
"năng","能","[ability, capability, to be able to]",4,10,1248,"80FD","standard"
"năng lượng","能量","energy",4,,2270
"năng lực","能力","ability, capability",0,,3303
"năng động","能動","dynamic",0,,4724
"nơi","坭","place, location, site",2,8,133,"576D","standard"
"nước","渃","water; country; nation",2,12,80,"6E03","standard"
"nước bóng","渃𤊡","lustre (of pearls)",0,,
"nước hoa","渃花","perfume",0,,4332
"nước mắt","渃眜","tears",4,,1212
"nước ngoài","渃外","abroad; foreign country",3,,893
"nước sôi","渃炊","boiling water",0,,
"nước trà","渃茶","tea (beverage)",0,,
"nước uống","渃㕵","drinking water",0,,4422
"nước việt","渃越","Vietnam; the Vietnamese country",0,,
"nước đá","渃𥒥","ice, frozen water",0,,
"nấy","乃","that (one), that (person or thing)",0,2,4435,"4E43","standard"
"nằm","𦣰","to lie down",2,17,313,"268F0","standard"
"nằm mê","𦣰迷","to dream, to have a dream (while sleeping)",0,,
"nằm nơi","𦣰坭","to be confined; to lie in",0,,
"nếu","𠮩","if",2,5,141,"20BA9","standard"
"nếu không","𠮩空","if not; otherwise, or else",4,,1098
"nội","内","inside; paternal",4,4,1451,"5185","standard"
"nội năng","内能","internal energy",0,,
"nội trị","内治","home affairs, home policy; internal affairs, internal policy",0,,
"nội tại","内在","immanent, inherent, innate, intrinsic",0,,
"nội vụ","内務","home affairs",0,,4912
"nội đường","内堂","in-house, inside the house",0,,
"nội địa","内地","inland, domestic",0,,4560
"nửa","姅","half",2,8,755,"59C5","standard"
"nửa mùa","姅务","half-baked",0,,
"nửa đêm","姅𣎀","midnight; in the middle of the night",0,,3632
"nữ","女","[female, woman]",2,3,238,"5973","standard"
"nữ học đường","女学堂","school for girls, girl's school",0,,
"nữ thần","女神","goddess, nymph",0,,4714
"nữa","𠯆","more, further",2,6,196,"20BC6","standard"
"nữa","女𖿱","half; again, more",2,,196
"phi","飛","[to fly]",3,9,494,"98DB","standard"
"phi cơ","飛机","airplane",0,,2925
"phi kiếm","飛劍","throwing sword",0,,
"phi trường","飛場","airport",4,,1951
"phi đội","飛隊","squadron",0,,
"pháp","法","law; France; french",2,8,261,"6CD5","standard"
"pháp quyền","法权","rule of law, jurisdiction",0,,
"pháp thuộc","法屬","French domination",0,,
"pháp trị","法治","rule of law",0,,
"phát","發","to deliver, to distribute, to issue",3,12,889,"767C","standard"
"phát hiện","發現","to discover; to excavate",3,,849
"phát tiết","發節","to appear, to display, to show up",0,,
"phát triển","發展","to develop, to grow, to expand",3,,438
"phát vấn","發問","conversational, by asking and questioning, maieutic",0,,
"phân","分","centimeter; to separate",2,4,1626,"5206","standard"
"phân biệt","分别","to distinguish, to discern, to discriminate",4,,1661
"phân bố","分佈","to distribute, to dispose",0,,
"phân chia","分𢺺","to divide",0,,
"phân loại","分類","to classify; classification",0,,
"phân loại học","分類学","taxonomy, systematics",0,,
"phân lớp","分𤖹","subclass",0,,
"phèn","𥽢","alum",0,21,,"25F62","standard"
"phía","𪰂","direction, way",2,16,374,"2AC02","standard"
"phía bắc","𪰂北","north, to the north",0,,
"phía nam","𪰂南","south, to the south",0,,
"phía trước","𪰂𠓀","in the front",4,,2536
"phía tây","𪰂西","west, to the west",0,,
"phía đông","𪰂東","east, to the east",0,,
"phòng","房","room, chamber",2,8,357,"623F","standard"
"phòng","防","[to prevent]",2,7,357,"9632","standard"
"phòng bị","防備","to take precautions against",0,,
"phòng khách","房客","living room, lounge",0,,3577
"phòng không","防空","air defense",0,,
"phòng ngủ","房𥄬","bedroom",0,,3898
"phòng trà","房茶","tea room; tea shop",0,,
"phòng vệ","防衛","to defend, to protect; defence",0,,
"phòng ăn","房咹","dining room",0,,
"phúc","福","[happiness]",4,14,1185,"798F","standard"
"phương","方","direction",3,4,680,"65B9","standard"
"phương thức","方式","procedure, method",0,,4149
"phước","福","happiness",4,14,1653,"798F","standard"
"phường","坊","ward, urban subdistrict",4,7,1843,"574A","standard"
"phạm","犯","to violate, to offend, to commit (a crime)",3,5,570,"72AF","standard"
"phạm nhân","犯人","culprit, criminal (person)",0,,4931
"phạm pháp","犯法","to break the law",0,,
"phải","沛","right; to have to; must; should",1,8,34,"6C9B","standard"
"phản","反","to betray, to be disloyal to",4,4,1138,"53CD","standard"
"phản đối","反対","to oppose, to object (to)",4,,1614
"phần","分","part, portion, piece (of a whole)",2,4,236,"5206","standard"
"phần công","分工","to allot, to assign",0,,
"phần lớn","分𡘯","the most, the lion's share, bulk",4,,1607
"phần nhiều","分𡗉","most, the greatest part",0,,
"phần nào","分芇","to some extent, to a certain degree",4,,2488
"phần trăm","分𤾓","percent; percentage",4,,1132
"phần tử","分子","element",0,,
"phần việc","分役","one's job, one's responsibility",0,,
"phẩm","品","[product, article]",3,9,798,"54C1","standard"
"phẩm loại","品類","grade, quality",0,,
"phật","佛","Buddha",3,7,792,"4F5B","standard"
"phật giáo","佛教","buddhism",4,,1641
"phật tổ","佛組","Gautama Buddha",0,,
"phật đường","佛堂","buddhist pagoda",0,,
"phố","庯","street that is built-up on both sides; avenue, boulevard",3,10,617,"5EAF","standard"
"phố xá","庯舍","streets",0,,
"phụ","婦","wife, woman, married woman",4,11,1108,"5A66","standard"
"phụ","輔","to help, to assist, to aid",4,14,1108,"8F14","standard"
"phụ chú","輔注","to annotate",0,,
"phụ giáo","輔教","assistant (at university)",0,,
"phụ nhân","婦人","woman",0,,
"phụ nữ","婦女","woman",2,,300
"phụ từ","輔詞","adjunct (grammar)",0,,
"phụ âm","輔音","consonant",0,,
"phụ đạo","輔道","to give extra-class help",0,,
"phủ","府","government; prefecture; prefect",3,8,794,"5E9C","standard"
"qua","戈","to cross; to pass",2,4,83,"6208","standard"
"qua đời","戈𠁀","to pass away",4,,1209
"quan","関","[frontier, barrier, gate]",2,19,242,"95DC","standard"
"quan","觀"," [to see]",2,25,242,"89C0","standard"
"quan hệ","関係","to concern, to affect, to correlate",3,,883
"quan trọng","関重","important",3,,510
"quan tâm","関心","to care about sth., to be interested in sth./so.",0,,
"quan âm","觀音","Quan Am, goddess of mercy",0,,
"quan điểm","觀點","point of view",4,,1520
"quang","光","clear; brilliant",3,6,545,"5149","standard"
"quyết","決","to decide, to determine",0,7,3446,"6C7A","standard"
"quyết định","決定","to decide; to resolve",3,,498
"quyết định luận","決定論","determinism",0,,
"quyền","权","right, power; authority",3,22,563,"6B0A","standard"
"quyền lực","权力","power, might, authority",4,,2060
"quyền năng","权能","juridical power",0,,
"quyển","卷","book, volume (publishing)",2,8,1501,"5377","standard"
"quá","過","very; too (much); to exceed, to pass",2,13,176,"904E","standard"
"quá lắm","過𡗋","too much",0,,
"quá trình","過程","process, course of events",4,,1077
"quân","軍","army, military",3,9,464,"8ECD","standard"
"quân mã","軍馬","troops; knight (in chess)",0,,
"quân sự","軍事","military affairs",4,,1556
"quân đội","軍隊","army",4,,1070
"quên","𠅳","to forget",3,13,708,"20173","standard"
"quên mình","𠅳𨉟","self-sacrificing, devotional",0,,
"quả","果","fruit; result",4,8,1163,"679C","standard"
"quốc","國"," [country, nation]",2,11,159,"570B","standard"
"quốc doanh","國营","state-run, state-managed",0,,
"quốc gia","國家","nation, country, state",2,,303
"quốc hội","國会","national assembly",4,,1385
"quốc ngữ","國語","national language; national script",0,,4324
"quốc phòng","國防","national defence",4,,2630
"quốc tế","國际","international",3,,569
"quỳ","跪","to kneel",0,13,3338,"8DEA","standard"
"quỳnh","瓊","[jade; rare, precious; elegant]",4,19,1447,"74CA","standard"
"ra","𫥨","to get out",1,13,32,"2B968","standard"
"ra trận","𫥨陣","to go to the front",0,,
"ra vào","𫥨𠓨","to go in and out",4,,1562
"ra vẻ","𫥨𨤔","to pretend",0,,
"ra đi","𫥨𠫾","to leave, to go off",4,,1288
"rượu","𨢇","liquor",3,17,700,"28887","standard"
"rượu lễ","𨢇礼","sacramental wine",0,,
"rượu mạnh","𨢇孟","strong alcohol",0,,
"rất","慄","very; quite",1,13,60,"6144","standard"
"rất là","慄𱺵","very, extremely",0,,
"rằng","浪","that; so that",2,10,102,"54F4","standard"
"rồi","耒","already; then; after",1,6,75,"8012","standard"
"rồi ra","耒𫥨","in the future",0,,
"rồng","龍","dragon",2,16,1030,"9F8D","standard"
"sa","沙","[sand; granulated]",3,7,878,"6C99","standard"
"sang","𨖅","to cross; to transfer; across, over",2,17,320,"28585","standard"
"sang năm","𨖅𢆥","next year",0,,
"sang trang","𨖅張","to turn over a page",0,,
"sang tên","𨖅𠸜","to transfer",0,,
"sao","牢","how",2,7,214,"7262","standard"
"sao","𣋀","star",2,16,214,"232C0","standard"
"sao hoả","𣋀火","Mars",0,,
"sao hải vương","𣋀海王","Neptune",0,,
"sao kim","𣋀金","Venus",0,,
"sao thiên vương","𣋀天王","Uranus",0,,
"sao thuỷ","𣋀水","Mercury (planet)",0,,
"sao thổ","𣋀土","Saturn",0,,
"sau","𡢐","after; following",1,15,66,"21890","standard"
"sau cùng","𡢐共","at the very end",0,,3431
"sau hết","𡢐歇","finally, at the end",0,,
"sau khi","𡢐欺","later, after, thereafter",0,,
"sau này","𡢐尼","afterwards, later, in the future",3,,938
"sau nữa","𡢐𠯆","moreover",0,,
"sau xưa","𡢐𠸗","from before and after",0,,
"sau đây","𡢐低","hereafter, following",0,,3165
"sau đó","𡢐妬","after that",2,,377
"sen","蓮","lotus, water lily",4,15,1964,"84EE","standard"
"sinh","生","life; birth",3,5,453,"751F","standard"
"sinh hạ","生下","to give birth to",0,,
"sinh học","生学","biology (science)",0,,4361
"sinh nhật","生日","birthday, day of birth",4,,2620
"sinh trưởng","生長","to grow up, to grow",0,,
"sinh viên","生員","student",3,,831
"sinh vật","生物","creature, animate being",0,,3364
"sinh đôi","生堆","twin, twins",0,,
"sách","冊","book",1,5,64,"518C","standard"
"sách dẫn","冊引","index (book)",0,,
"sáng","𤎜","bright, light, clear; morning",2,14,369,"2439C","standard"
"sáng bóng","𤎜𤊡","shiny, radiant",0,,
"sáng mắt","𤎜眜","to see clearly, to realize",0,,
"sáu","𦒹","six",3,10,678,"264B9","standard"
"sôi","炊","to boil",0,8,3378,"708A","standard"
"sông","滝","river",3,13,488,"6EDD","standard"
"sông nước","滝渃","waterway, water route",0,,4316
"sĩ","士","scholar; feudal intellectual",3,3,504,"58EB","standard"
"sơn","山","[mountain; mountains]",2,3,328,"5C71","standard"
"sơn lâm","山林","mountain and forest, greenwood",0,,
"sư","師","[teacher, master]",4,10,1091,"5E2B","standard"
"sư trưởng","師長","master, mastermind; military division commander",0,,
"sản","産","[to give birth]",0,11,3394,"7523","standard"
"sản phẩm","産品","product",3,,872
"sản phụ","産婦","woman in childbirth",0,,
"sản xuất","産出","to produce, to manufacture",3,,840
"sắc","色","color; beauty",4,6,1054,"8272","standard"
"sắc đẹp","色𢢲","beauty, glamour",0,,3795
"sẻ","𢩿","to divide, to share",0,6,4616,"22A7F","standard"
"sẽ","𠱊","to be going to; will; shall",1,8,37,"20C4A","standard"
"số","数","number; fate",2,13,88,"6570","standard"
"số liệu","数料","data",0,,4517
"số lượng","数量","quantity",4,,1233
"số ít","数𠃣","singular; minority",0,,4376
"số đen","数黰","bad luck, misfortune",0,,
"sống","𤯩","to live; alive; raw",1,12,70,"24BE9","standard"
"sống chết","𤯩𣩂","life and death; at all costs",0,,
"sống lại","𤯩吏","to resurrect",0,,3703
"sợ","𢜝","to fear, to be afraid",3,11,637,"2271D","standard"
"sợi","𥾘","fibre; filament",4,9,1768,"25F98","standard"
"sợi chỉ","𥾘𥿗","thread; yarn",0,,
"sứ","使","ambassador; [envoy, ambassador; to make, to cause, to use]",4,8,2393,"4F7F","standard"
"sử","史","history",4,5,1111,"53F2","standard"
"sử dụng","使用","to use, to utilize, to employ",2,,394
"sử học","史学","history (field of study)",0,,3154
"sử sách","史冊","books of history and legends",0,,4407
"sự","事","matter, business; occurrence, event",1,8,50,"4E8B","standard"
"sự vật","事物","thing, object",0,,
"ta","些","we, us",2,8,136,"4E9B","standard"
"tao","𠋺","I, me, my (colloquial)",3,12,751,"202FA","standard"
"tay","𢬣","arm; hand; side",2,10,168,"22B23","standard"
"tay trắng","𢬣𤽸","bare hands",0,,
"tham","貪","to be greedy, to crave something",3,11,608,"8CAA","standard"
"tham","参","[to take part, to attend]",3,11,608,"53C3","standard"
"tham chiến","参戰","to be at war, to wage war",0,,
"tham gia","参加","to take part, to attend",3,,447
"tham khảo","参考","to consult; consultation",0,,3249
"tham quan","参觀","to go for a sightseeing",4,,1716
"tham tài","貪財","to be greedy for gain, to be mercenary",0,,
"tham ăn","貪咹","greedy, covetous",0,,
"thanh","青","juvenile; [green, blue]",2,8,225,"9752","standard"
"thanh","清","pure, clear, clean",2,11,225,"6E05","standard"
"thanh","聲","sound, voice, noise",2,17,225,"8072","standard"
"thanh long","青龍","The Azure Dragon (representing the east)",0,,
"thanh niên","青年","youth, juvenile, young person",0,,
"thanh thiên","青天","blue sky, clear sky",0,,
"thanh toán","清算","to liquidate, to clear accounts",0,,4161
"thanh tra","清查","to inspect, to investigate",0,,2902
"thanh tâm","清心","pure mind",0,,
"thay","台","to change, to replace",3,5,699,"53F0","standard"
"thay vì","台爲","instead of",4,,1692
"thay đổi","台𢬭","to change, to modify",3,,514
"theo","遶","to follow; according to",1,16,51,"9076","standard"
"thi","詩","poetry",2,13,341,"8A69","standard"
"thi","試","to compete, to race, to take an examination",2,13,341,"8A66","standard"
"thi cử","試舉","examination",0,,
"thi nhân","詩人","poet",0,,
"thiên","天","[sky, heaven]",3,4,638,"5929","standard"
"thiên hạ","天下","the whole (inhabited) world",4,,2118
"thiên sứ","天使","angel",0,,
"thiên điểu","天鳥","bird of paradise flower (strelizia)",0,,
"thiên đường","天堂","paradise, heaven, elysium",0,,3534
"thiếu","少","to lack",3,4,406,"5C11","standard"
"thiếu phụ","少婦","young woman",0,,
"thiệt","寔","really; true, real, genuine",3,12,1702,"5BD4","standard"
"thu","秋","autumn, fall",2,9,365,"79CB","standard"
"thuyền","船","ship, boat, vessel",3,11,917,"8239","standard"
"thuyền trưởng","船長","captain, ship captain",0,,4466
"thuật","朮","art, technique",2,11,386,"8853","standard"
"thuốc","𧆄","medicine, remedy, medicament; drug",3,26,531,"27184","standard"
"thuốc bắc","𧆄北","Chinese herbs",0,,
"thuốc nam","𧆄南","Vietnamese herbs",0,,
"thuốc ngủ","𧆄𥄬","sleeping pill, soporific",0,,
"thuộc","屬","to belong to, subordinate of; to know by heart; to tan",2,21,317,"5C6C","standard"
"thuộc lòng","屬𢚸","(to know or learn something) by heart",0,,
"thuộc địa","屬地","colony, annexed territory",0,,4029
"thuỷ","水","[water, liquid]",4,4,977,"6C34","standard"
"thà","他","rather, better",4,5,4389,"4ED6","standard"
"thành","城","citadel; city",1,9,76,"57CE","standard"
"thành","成","to become; to change into",1,6,76,"6210","standard"
"thành","誠","sincere; honest",1,13,76,"8AA0","standard"
"thành công","成功","to succeed",3,,622
"thành phần","成分","ingredient; component; composition; social back-ground",4,,2398
"thành phố","城庯","city, town",2,,153
"thành thật","誠實","honest, honesty",0,,
"thành thị","城市","urban area, town",0,,4071
"thành thử","成此","therefore, so, hence",0,,
"thái","太","[very, much; big; extreme]",3,4,455,"592A","standard"
"thái bình","太平","peace and secure",4,,1993
"thái bình dương","太平洋","Pacific Ocean",0,,
"thái nguyên","太原","Thái Nguyên province",0,,
"thái tử","太子","crown prince",0,,3516
"thám","探","to spy",3,11,2638,"63A2","standard"
"thám hiểm","探險","to explore",0,,
"thám tử","探子","scout, detective",0,,
"tháng","𣎃","month",2,12,111,"23383","standard"
"tháng tư","𣎃四","april",0,,
"thân","身","body; trunk; intimate, close",2,7,281,"8EAB","standard"
"thân thể","身体","(human) body",0,,3259
"thêm","添","to add, to increase; additional",2,11,160,"6DFB","standard"
"thì","時","[time; era, period]",1,10,38,"6642","standard"
"thì","辰","so, then; certainly",1,10,38,"3598","standard"
"thì giờ","時𣇞","time",0,,3125
"thích","適","to like",2,15,253,"9069","standard"
"thích","釋","[to explain]",2,20,253,"91CB","standard"
"thích hợp","適合","to fit, to suit, suitable",4,,2583
"thích ý","適意","to be satisfied",0,,
"thôi","推","to stop, no more; only, just; enough!",2,11,295,"63A8","standard"
"thông","通","[clear, open; common; to communicate]",3,11,549,"901A","standard"
"thông","聪","[intelligent; bright]",3,17,549,"8070","standard"
"thông báo","通報","bulletin, journal",4,,1339
"thông dụng","通用","common use, commonly used",0,,
"thông minh","聪明","intelligent; clever",4,,1597
